tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
Bracken2.6	0	3.6682172626454865	11049.99999	0.3589299999999998	0.5319148936170213	0.18518518518518517	0.27472527472527475	25.0	110.0	22.0	135.0	0.1592356687898089	1.9647417178757378	0.4005365258052279	0.1904754323680342
Bracken2.6	9	3.838002703202861	10168.000549999999	0.30466000000000054	0.6	0.3	0.4	33.0	77.0	22.0	110.0	0.25	1.520077170479639	0.3233876225804384	0.1580842673308428
Bracken2.6	8	3.822042165766862	10294.00027	0.3118799999999999	0.625	0.31007751937984496	0.4145077720207254	40.0	89.0	24.0	129.0	0.26143790849673204	1.5821146394493073	0.32555055788354353	0.16061055493758486
Bracken2.6	7	3.670147009533877	10423.000620006193	0.2660899999999999	0.625	0.31007751937984496	0.4145077720207254	40.0	89.0	24.0	129.0	0.26143790849673204	1.761915064007998	0.36254795811185686	0.14127497358626798
Bracken2.6	6	4.180833597509231	10816.000170000001	0.35496999999999995	0.6	0.29508196721311475	0.3956043956043956	36.0	86.0	24.0	122.0	0.2465753424657534	1.5646363386510262	0.32569306505565127	0.18878470874173664
Bracken2.6	5	4.012340277612906	11204.000530000001	0.34837	0.5882352941176471	0.22388059701492538	0.3243243243243244	30.0	104.0	21.0	134.0	0.1935483870967742	1.7598128782779137	0.35930388705150207	0.1876275778123671
Bracken2.6	3	4.216061197143257	11846.00022	0.34958000000000033	0.6229508196721312	0.2375	0.34389140271493207	38.0	122.0	23.0	160.0	0.20765027322404372	2.0059854479760206	0.395254531372853	0.18617060934953722
Bracken2.6	20	3.742137207046105	10868.000259997396	0.26622999999999986	0.639344262295082	0.3	0.4083769633507853	39.0	91.0	22.0	130.0	0.2565789473684211	1.758938610740292	0.3613613069704442	0.1397642859017769
Bracken2.6	2	3.474248194616613	10640.000110000003	0.29720000000000046	0.5238095238095238	0.171875	0.2588235294117647	22.0	106.0	20.0	128.0	0.14864864864864866	1.7908660810182635	0.36909623056875734	0.15698454452297203
Bracken2.6	19	3.9437065164995255	12232.00023	0.29554999999999976	0.5740740740740741	0.21232876712328766	0.31	31.0	115.0	23.0	146.0	0.1834319526627219	1.75565951453759	0.3522869375142947	0.15139097339965052
Bracken2.6	4	4.343806447836175	12623.000049999993	0.3739800000000003	0.6	0.21428571428571427	0.3157894736842105	36.0	132.0	24.0	168.0	0.1875	2.175450568196742	0.4245639854107829	0.19236268992973768
Bracken2.6	17	3.7203173118517676	10927.000349999997	0.30290000000000056	0.5769230769230769	0.25210084033613445	0.3508771929824561	30.0	89.0	22.0	119.0	0.2127659574468085	1.7442943532097388	0.364982063285016	0.15944454972311733
Bracken2.6	18	3.918373143557605	11331.000470000003	0.3003400000000001	0.6140350877192983	0.2536231884057971	0.358974358974359	35.0	103.0	22.0	138.0	0.21875	1.8473407592500595	0.3749230052463028	0.1567896594207437
Bracken2.6	10	4.07467774718349	10563.000200000002	0.34027999999999975	0.6065573770491803	0.2890625	0.3915343915343915	37.0	91.0	24.0	128.0	0.24342105263157895	1.5930360438414513	0.32832360005820505	0.17828961845979732
Bracken2.6	11	3.689616045425397	9681.000450000001	0.2764300000000002	0.5660377358490566	0.2702702702702703	0.3658536585365854	30.0	81.0	23.0	111.0	0.22388059701492538	1.4357695065094342	0.3048646988417974	0.14409629007959882
Bracken2.6	12	3.566456943802097	11800.000009999998	0.20084000000000024	0.56	0.1761006289308176	0.2679425837320574	28.0	131.0	22.0	159.0	0.15469613259668508	1.7513537445039713	0.34550933981685045	0.1033531627591034
Bracken2.6	1	3.7668166814368793	11940.999849999997	0.27899000000000024	0.56	0.1917808219178082	0.2857142857142857	28.0	118.0	22.0	146.0	0.16666666666666666	1.96545773452946	0.394384606113979	0.1434211540933042
Bracken2.6	14	2.9777531597192506	10115.000380000003	0.16348	0.625	0.26515151515151514	0.3723404255319149	35.0	97.0	21.0	132.0	0.22875816993464052	1.4242994899410706	0.2916971674301778	0.08413533292847364
Bracken2.6	15	4.006090223035593	12399.000119998798	0.2809600000000004	0.6451612903225806	0.2684563758389262	0.37914691943127965	40.0	109.0	22.0	149.0	0.23391812865497075	1.859972530705967	0.3717011368599285	0.14625411235580735
Bracken2.6	16	4.2420333445852325	10267.00057	0.3128500000000005	0.65625	0.3333333333333333	0.4421052631578948	42.0	84.0	22.0	126.0	0.28378378378378377	1.7415952373756034	0.3601103638876601	0.16459465573753254
Bracken2.6	13	3.9694532084385137	10929.000079999998	0.32470999999999983	0.5740740740740741	0.25	0.34831460674157305	31.0	93.0	23.0	124.0	0.2108843537414966	1.7102110732034732	0.35479484962177915	0.17292135968345757
KSSD2.L3K10S18	2	3.2552989999999955	797.9997739999999	0.26089900000000016	0.40476190476190477	0.85	0.5483870967741935	17.0	3.0	25.0	20.0	0.37777777777777777	1.8294166922037203	0.6106742943465336	0.130530232949079
KSSD2.L3K10S18	9	3.455998999999995	1234.999148000001	0.3599789999999998	0.2545454545454545	0.8235294117647058	0.38888888888888884	14.0	3.0	41.0	17.0	0.2413793103448276	1.5096594547932158	0.5328435495196021	0.18123029320241033
KSSD2.L3K10S18	8	3.5454829999999893	1339.9994920000006	0.34502900000000003	0.28125	0.75	0.4090909090909091	18.0	6.0	46.0	24.0	0.2571428571428571	1.4929105070907862	0.4697562051450011	0.17312207191137294
