rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	9	4.253883016577251	1025.9999839299999	0.037504260000000025	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.09238489444401593	0.13328322906743215	0.01875921179004287
superkingdom	34	4.253883016577251	1025.9999839299999	0.06809461999999998	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.14854106050196542	0.21429945135457298	0.03404730999999999
superkingdom	33	4.253883016577251	1025.9999839299999	0.06566251999999996	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.14445018591149197	0.20839756686999827	0.03283125999999997
superkingdom	32	4.253883016577251	1025.9999839299999	0.059956119999999974	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.13466589430170484	0.1942818178859469	0.029978059999999987
superkingdom	31	4.253883016577251	1025.9999839299999	0.08146931000000006	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.16933784672109498	0.24430287169933915	0.040765072062344705
superkingdom	30	4.253883016577251	1025.9999839299999	0.040420200000000024	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.09871693635042572	0.14241843452451064	0.020211557455408122
superkingdom	3	4.253883016577251	1025.9999839299999	0.05789633999999994	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1307585357780344	0.18864469112087232	0.028953834238592064
superkingdom	29	4.253883016577251	1025.9999839299999	0.07549938000000003	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.16003687498318472	0.23088440589760761	0.03776935385869947
superkingdom	28	4.253883016577251	1025.9999839299999	0.08137537999999994	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1700277488751877	0.24529819011574733	0.04069082237950674
superkingdom	27	4.253883016577251	1025.9999839299999	0.08875687999999998	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.181617725859971	0.2620189924357114	0.044378439999999984
superkingdom	26	4.253883016577251	1025.9999839299999	0.05565954000000002	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.12711534577054337	0.18338867896404878	0.027829770000000014
superkingdom	25	4.253883016577251	1025.9999839299999	0.10436051999999994	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.20488552301020185	0.29558732799675985	0.05218025999999997
superkingdom	24	4.253883016577251	1025.9999839299999	0.04494056999999994	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.10622732702992889	0.15325363791296856	0.022485926322779723
superkingdom	23	4.253883016577251	1025.9999839299999	0.09230230000000002	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.18608752114229554	0.2684675439233099	0.04618928942005995
superkingdom	22	4.253883016577251	1025.9999839299999	0.07714475999999997	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.16338024869122553	0.23570787456603662	0.03857237999999998
superkingdom	21	4.253883016577251	1025.9999839299999	0.08674756000000002	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.17852182656986504	0.25755255388278386	0.04337378000000001
superkingdom	20	4.253883016577251	1025.9999839299999	0.08590261999999997	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.17721273381786531	0.2556639322614102	0.042951309999999986
superkingdom	2	4.253883016577251	1025.9999839299999	0.07328657999999995	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.15538782459546982	0.2241772439584084	0.036690096289638596
superkingdom	19	4.253883016577251	1025.9999839299999	0.08914253999999999	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.18220920062485246	0.26287231014581686	0.044571269999999996
superkingdom	18	4.253883016577251	1025.9999839299999	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
superkingdom	17	4.253883016577251	1025.9999839299999	0.11866186	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.22512257031131333	0.3247832157803087	0.05933092999999999
superkingdom	16	4.253883016577251	1025.9999839299999	0.05753978	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.12973220804021102	0.18716401318318773	0.028782734871090922
superkingdom	15	4.253883016577251	1025.9999839299999	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
superkingdom	14	4.253883016577251	1025.9999839299999	0.06797537000000001	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1476686977346663	0.21304089791633438	0.03400375670558811
superkingdom	13	4.253883016577251	1025.9999839299999	0.07215720000000006	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.15396528469864323	0.22212495270379	0.03611305510474492
superkingdom	12	4.253883016577251	1025.9999839299999	0.053407230000000055	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.12086678110879721	0.1743739057138736	0.0267390834583396
superkingdom	11	4.253883016577251	1025.9999839299999	0.08217041999999995	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.17137780026665494	0.24724590256316237	0.041085209999999976
superkingdom	10	4.253883016577251	1025.9999839299999	0.056502839999999936	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1281686110938969	0.18490821962279125	0.02825922095794541
