tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
CCMetagen1.1.3	58	4.332616689999997	3157.99996108	0.45770348	0.75	0.42857142857142855	0.5454545454545454	3.0	4.0	1.0	7.0	0.375	0.7222598762235155	0.37116815315144597	0.22932869552767146
CCMetagen1.1.3	57	7.259018709999996	3260.99999307	1.0028081899999999	0.75	0.3333333333333333	0.46153846153846156	3.0	6.0	1.0	9.0	0.3	0.731328349496464	0.33284187562797135	0.5038337298764143
CCMetagen1.1.3	76	4.786036713880326	3220.999953	0.5285636800000001	0.75	0.6	0.6666666666666665	3.0	2.0	1.0	5.0	0.5	0.7109523816649332	0.44173955153678146	0.26528038188545505
CCMetagen1.1.3	65	4.997383560000004	3234.9999120899997	0.5877120300000002	0.75	0.375	0.5	3.0	5.0	1.0	8.0	0.3333333333333333	0.7514813565188448	0.36138614212341624	0.29512780185835313
CCMetagen1.1.3	77	3.0030524300000008	3194.9999350599996	0.2272836100000001	0.5	0.3333333333333333	0.4	2.0	4.0	2.0	6.0	0.25	0.6600708848766195	0.3683925751267263	0.11412818336713296
CCMetagen1.1.3	99	3.217654419999996	3270.9999551	0.20047603000000008	0.5	0.2857142857142857	0.36363636363636365	2.0	5.0	2.0	7.0	0.2222222222222222	0.7043313168106032	0.36195469618807274	0.10101348695319332
CCMetagen1.1.3	79	4.124140349999995	3231.9999772099995	0.4568885100000001	1.0	0.5	0.6666666666666666	4.0	4.0	0.0	8.0	0.5	0.7498145462074881	0.3605845757999839	0.22923772355586425
CCMetagen1.1.3	55	4.519316730000008	3258.99996307	0.47264932000000015	0.75	0.42857142857142855	0.5454545454545454	3.0	4.0	1.0	7.0	0.375	0.7124793270035457	0.36614194511983766	0.23701148135111852
CCMetagen1.1.3	98	4.063111089184678	3189.999959109999	0.3942808	1.0	0.4444444444444444	0.6153846153846153	4.0	5.0	0.0	9.0	0.4444444444444444	0.6990096646714755	0.31813300828762436	0.19778924365803524
CCMetagen1.1.3	97	4.019993858674264	3237.999952050001	0.3703533800000001	0.75	0.5	0.6	3.0	3.0	1.0	6.0	0.42857142857142855	0.6734403598572886	0.37585422118484874	0.1859239592956804
