rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	9	4.070212991029905	1400.998792987599	0.01933999999999999	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009669999999999993
superkingdom	0	4.070212991029905	1400.998792987599	0.019399999999999987	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009699999999999993
superkingdom	1	4.070212991029905	1400.998792987599	0.02008000000000005	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.010040000000000026
superkingdom	10	4.070212991029905	1400.998792987599	0.019879999999999995	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.009939999999999997
superkingdom	11	4.070212991029905	1400.998792987599	0.019019999999999936	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009509999999999968
superkingdom	12	4.070212991029905	1400.998792987599	0.01897999999999998	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.00948999999999999
superkingdom	13	4.070212991029905	1400.998792987599	0.019099999999999985	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.00954999999999999
superkingdom	14	4.070212991029905	1400.998792987599	0.019639999999999994	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.009819999999999997
superkingdom	15	4.070212991029905	1400.998792987599	0.019790000000000044	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.009894950525247397
superkingdom	16	4.070212991029905	1400.998792987599	0.01925999999999994	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.00962999999999997
superkingdom	8	4.070212991029905	1400.998792987599	0.019399999999999987	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009699999999999993
superkingdom	18	4.070212991029905	1400.998792987599	0.01866000000000007	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009330000000000034
superkingdom	19	4.070212991029905	1400.998792987599	0.019279999999999985	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009639999999999992
superkingdom	2	4.070212991029905	1400.998792987599	0.019660000000000042	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009830000000000021
superkingdom	20	4.070212991029905	1400.998792987599	0.01898999999999998	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.009494952525237365
superkingdom	3	4.070212991029905	1400.998792987599	0.019900000000000046	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.009950000000000023
superkingdom	4	4.070212991029905	1400.998792987599	0.020159999999999956	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.010079999999999976
superkingdom	5	4.070212991029905	1400.998792987599	0.020180000000000003	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.010090000000000003
superkingdom	6	4.070212991029905	1400.998792987599	0.019540000000000037	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.009770000000000018
superkingdom	7	4.070212991029905	1400.998792987599	0.02019000000000005	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.0100950504752524
superkingdom	17	4.070212991029905	1400.998792987599	0.019459999999999988	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.009729999999999994
phylum	15	4.070212991029905	1400.998792987599	0.033710000000000045	0.4166666666666667	0.7142857142857143	0.5263157894736842	5.0	2.0	7.0	7.0	0.35714285714285715	0.617731565876332	0.3174512277333175	0.016855067420269702
phylum	14	4.070212991029905	1400.998792987599	0.10633499999999994	0.4	0.6666666666666666	0.5	4.0	2.0	6.0	6.0	0.3333333333333333	0.10842264635939208	0.06051183109198462	0.05316747341626326
phylum	13	4.070212991029905	1400.998792987599	0.0408039999999999	0.45454545454545453	1.0	0.625	5.0	0.0	6.0	5.0	0.45454545454545453	0.668433749958807	0.4153212402880913	0.02040210201051
phylum	1	4.070212991029905	1400.998792987599	0.136677	0.5	0.8	0.6153846153846154	4.0	1.0	4.0	5.0	0.4444444444444444	0.7477747934525626	0.46461860235517527	0.06833887586381725
phylum	11	4.070212991029905	1400.998792987599	0.1121670000000001	0.625	0.625	0.625	5.0	3.0	3.0	8.0	0.45454545454545453	0.7609069053588036	0.36591887297977127	0.05608375237688574
phylum	10	4.070212991029905	1400.998792987599	0.11310600000000001	0.4444444444444444	0.6666666666666666	0.5333333333333333	4.0	2.0	5.0	6.0	0.36363636363636365	0.7676847640815507	0.4284530246754007	0.056553000000000006
phylum	16	4.070212991029905	1400.998792987599	0.04955100000000002	0.5	0.8333333333333334	0.625	5.0	1.0	5.0	6.0	0.45454545454545453	0.45822411675392194	0.25573974890242324	0.024775487612256206
