rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	99	2.852680932708903	2794.0031743381805	0.16720000000000002	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1539105621054235	0.2220460046899273	0.09120663320968798
superkingdom	32	2.852680932708903	2794.0031743381805	0.17149999999999962	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.15806260494186208	0.2280361362996158	0.093761959433601
superkingdom	33	2.852680932708903	2794.0031743381805	0.15530000000000005	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1441003514788215	0.20789286246885239	0.0841688797355157
superkingdom	34	2.852680932708903	2794.0031743381805	0.09500000000000008	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.09116841397646842	0.13152821872956305	0.04986353138778086
superkingdom	35	2.852680932708903	2794.0031743381805	0.12389999999999966	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.11672041777356676	0.16839196789241279	0.06603421627671463
superkingdom	36	2.852680932708903	2794.0031743381805	0.13799999999999996	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.13018502339986537	0.18781728765699943	0.0740899817459465
superkingdom	37	2.852680932708903	2794.0031743381805	0.1686999999999998	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.15513512829860518	0.22381268026407078	0.09210023475459941
superkingdom	38	2.852680932708903	2794.0031743381805	0.11719999999999993	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.11088034457456218	0.15996652324978033	0.06224110462028674
superkingdom	39	2.852680932708903	2794.0031743381805	0.14750000000000008	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1368807009046634	0.19747710838856333	0.07961353700005402
superkingdom	4	2.852680932708903	2794.0031743381805	0.14739999999999998	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.13749497500485425	0.1983633185866552	0.07954668105774418
superkingdom	40	2.852680932708903	2794.0031743381805	0.1901	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.17357681453071766	0.25041840953676975	0.10498702159385873
superkingdom	41	2.852680932708903	2794.0031743381805	0.15669999999999992	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.14526323913450537	0.2095705547228185	0.08499213537994245
superkingdom	42	2.852680932708903	2794.0031743381805	0.19679999999999973	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.17883968836317732	0.25801113151568356	0.10909090909090893
superkingdom	43	2.852680932708903	2794.0031743381805	0.2481999999999999	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.22014524597115637	0.31760245463786835	0.14153740875912402
superkingdom	44	2.852680932708903	2794.0031743381805	0.16220000000000018	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.14980919422132866	0.2161289815826824	0.08823849417908833
superkingdom	45	2.852680932708903	2794.0031743381805	0.2829999999999999	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.24139373594469168	0.34825754574906664	0.1647456048434043
superkingdom	46	2.852680932708903	2794.0031743381805	0.21249999999999983	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.18897229465143786	0.2726293923590374	0.11886781898528825
superkingdom	47	2.852680932708903	2794.0031743381805	0.13819999999999996	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.12971044580878194	0.18713261691982633	0.07421329610138544
superkingdom	48	2.852680932708903	2794.0031743381805	0.13559999999999986	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.12813725148771352	0.18486297727446624	0.07270777479892752
superkingdom	49	2.852680932708903	2794.0031743381805	0.1494999999999999	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.13925800380583703	0.20090683149477748	0.08077151655951155
superkingdom	5	2.852680932708903	2794.0031743381805	0.14239999999999997	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.13327649709655165	0.1922773414282474	0.0766415500538213
superkingdom	50	2.852680932708903	2794.0031743381805	0.1598	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.14713013168990216	0.21226391135436198	0.08682895022821126
superkingdom	31	2.852680932708903	2794.0031743381805	0.13789999999999986	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.128757718009298	0.1857581212481938	0.07404821994308106
superkingdom	30	2.852680932708903	2794.0031743381805	0.21610000000000004	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.19241123365414223	0.2775907326041586	0.1211119206411478
superkingdom	3	2.852680932708903	2794.0031743381805	0.19719999999999985	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.1785341059785107	0.25757026932474203	0.10934900743040914
superkingdom	29	2.852680932708903	2794.0031743381805	0.15480000000000008	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.14368447206240625	0.20729287529718232	0.08387516254876468
superkingdom	0	2.852680932708903	2794.0031743381805	0.18970000000000004	1.0	0.5	0.6666666666666666	1.0	1.0	0.0	2.0	0.5	0.17199268023037553	0.24813298683756405	0.10476611255315624
